# Derived from Homo_sapiens.GRCh38.102.chr.gtf.gz in http://ftp.ensembl.org/pub/release-102/gtf/homo_sapiens/
# Chromosome	Start	Name
11	48002109	PTPRJ
22	20103460	RANBP1
2	38970740	SRSF7
19	2754711	SGTA
3	170714136	SLC2A2
12	114791734	TBX5
6	50786438	TFAP2B
18	3449410	TGIF1
22	19437463	UFD1L
1	53708040	LRP8
2	179296140	PRKRA
1	160175108	PEA15
1	40026484	PABPC4
11	65729159	SART1
7	75398841	CCL26
X	23685644	PRDX4
11	47487488	CELF1
16	69599868	NFAT5
13	31709110	HSPH1
20	30326903	TPX2
1	10270763	KIF1B
18	5392379	EPB41L3
16	11038344	CLEC16A
19	18642561	FKBP8
10	103338638	POLL
12	6759703	ING4
16	87425800	MAP1LC3B
14	94953619	SERPINA12
9	32384600	ACO1
16	71762904	AP1G1
8	41510743	ANK1
1	169075946	ATP1B1
21	30671115	BACH1
1	214776531	CENPF
16	3702939	DNASE1
12	7033625	ATN1
17	27206356	FLOT2
19	5842898	FUT3
4	39699663	UBE2K
1	67773046	IL12RB2
7	2281856	NUDT1
X	43808023	NDP
2	224839764	SERPINE2
3	146232966	PLSCR1
14	24612573	PSME2
16	89627064	RPL13
1	152004981	S100A11
9	34689566	CCL19
9	17578951	SH3GL2
13	99336054	SLC15A1
Y	59213948	VAMP7
7	139528951	TBXAS1
15	96869156	NR2F2
9	84198597	TLE1
12	6961284	USP5
10	103911932	NOLC1
12	111843751	SH2B3
7	157129709	DNAJB6
3	57261764	APPL1
12	88442789	CEP290
4	38773859	TLR10
X	65238711	MIR223
12	51157788	ATF1
21	37442221	CBR1
7	56119377	CCT6A
1	1570602	CDK11B
3	122044010	CSTA
2	219646471	CYP27A1
1	220141941	EPRS
2	163027193	FAP
X	153665258	GDI1
9	33110638	B4GALT1
7	86273229	GRM3
11	88237743	GRM5
4	174252526	HMGB2
5	162887516	HMMR
2	198364720	HSPE1
1	19991779	HTR6
9	21367370	IFNA13
16	79627744	MAF
X	128674251	OCRL
12	133200347	POLE
3	150458909	SIAH2
11	64532075	SF1
7	143078359	ZYX
17	55015560	COIL
8	117657054	EIF3H
4	72053002	SLC4A4
1	155023747	ADAM15
2	102972742	IL18R1
1	78414086	FUBP1
19	4402659	CHAF1A
9	34634718	SIGMAR1
12	69633316	CPSF6
17	7143737	GABARAP
16	70557690	SF3B3
1	120254418	PHGDH
1	63063157	ANGPTL3
19	1576669	MBD3
14	52327021	GNG2
10	102295640	HIF1AN
1	225674531	ENAH
10	102747292	C10orf2
10	14946609	DCLRE1C
11	62283373	AHNAK
8	6264112	MCPH1
1	157647977	FCRL3
18	6941742	LAMA1
9	21512113	MIR31
1	207277606	C4BPA
3	32993065	CCR4
17	7163221	CLDN7
19	55385548	FCAR
2	191745546	GLS
5	95149552	GLRX
19	48898131	GRIN2D
1	156711898	HDGF
8	133133104	KCNQ3
19	39390339	NFKBIB
10	3110818	PFKP
11	64513860	PYGM
11	36613492	RAG2
6	42664332	PRPH2
14	61111416	SIX1
6	169615874	THBS2
2	70436575	TIA1
1	115572444	TSHB
12	93166284	EEA1
16	4475805	DNAJA3
10	79550548	DLG5
20	34291530	RBM39
2	10923516	PDIA6
14	92335754	FBLN5
3	48506918	TREX1
15	33010204	GREM1
5	74807574	POLK
16	75681634	TERF2IP
18	22040592	HRH4
22	37461475	TMPRSS6
2	178077421	HNRNPA3
6	31582985	AIF1
7	38423296	AMPH
22	43506753	BIK
16	71392615	CALB2
7	134464163	CALD1
12	9905081	CD69
8	48649475	CEBPD
17	40118758	CNP
10	128593977	DOCK1
3	172468474	ECT2
20	57875481	EDN3
1	147228331	GJA5
5	150399972	GPX3
6	32780539	HLA-DOB
9	21409145	IFNA8
6	129204285	LAMA2
5	71403094	MAP1B
4	187454808	MTNR1A
19	45349392	PVRL2
1	205055269	RBBP5
11	809935	RPLP2
X	23801274	SAT1
3	63850232	ATXN7
X	18460343	CDKL5
20	60549853	TAF4
12	53894704	TARBP2
3	53259652	TKT
19	35759880	USF2
10	16865964	CUBN
17	77806954	CBX4
6	14117864	CD83
21	28208605	ADAMTS1
7	91570188	AKAP9
19	45882891	PPP1R13L
14	50999799	ATL1
8	2792874	CSMD1
15	73976621	CD276
5	1317858	CLPTM1L
16	29823408	PRRT2
6	31556659	NCR3
1	1102483	MIR200B
4	113739238	ANK2
2	69969105	ANXA4
19	42470733	ATP1A3
14	23776068	BCL2L2
8	11351520	BLK
1	22970117	C1QC
1	51434366	CDKN2C
12	107385142	CRY1
15	75966662	CSPG4
12	15773074	EPS8
1	94350755	GCLM
17	37894575	GRB7
4	74962753	CXCL2
13	45694630	GTF2F2
19	49471381	GYS1
9	21227241	IFNA17
1	225589203	LBR
5	38475064	LIFR
3	187943192	LPP
12	76438524	NAP1L1
9	35792405	NPR2
4	164245116	NPY1R
6	150070830	PCMT1
12	48513012	PFKM
4	159630278	PPID
22	18900286	PRODH
11	119531702	PVRL1
1	160246598	PEX19
6	117609529	ROS1
9	130209952	RPL12
1	6245079	RPL22
6	34385230	RPS10
6	33239851	RPS18
X	18657807	RS1
3	186739664	ST6GAL1
16	29674270	SPN
7	87837517	SRI
22	41220538	ST13
X	49044264	SYP
6	32008931	TNXB
20	48697660	UBE2V1
14	100800124	WARS
10	17686123	STAM
X	153195279	NAA10
16	28722737	EIF3C
5	137523336	CDC23
11	85955425	EED
12	56810156	TIMELESS
15	50716573	USP8
5	121647763	SNCAIP
5	271735	PDCD6
6	29523388	UBD
20	388693	RBCK1
5	32585604	SUB1
20	60877951	ADRM1
17	73232686	GGA3
19	49990810	RPL13A
16	69345286	VPS4A
2	234545122	UGT1A10
3	52579367	PBRM1
3	150264464	EIF2A
2	185463092	ZNF804A
14	104583741	MIR203A
12	52345450	ACVR1B
4	99992129	ADH5
1	113162074	CAPZA1
19	42381189	CD79A
1	41944445	EDN2
9	124101265	STOM
17	41052813	G6PC
5	177631507	HNRNPAB
16	82068857	HSD17B2
6	31826828	NEU1
6	3000049	NQO2
4	156129780	NPY2R
14	57267424	OTX2
21	47744035	PCNT
14	102228134	PPP2R5C
14	52734430	PTGDR
9	8314245	PTPRD
1	43996530	PTPRF
14	68286495	RAD51B
6	28870778	TRIM27
6	33176285	RING1
19	49118583	RPL18
8	56985367	RPS20
4	154701741	SFRP2
8	103661004	KLF10
12	49412757	KMT2D
15	69070874	ANP32A
12	10851675	YBX3
17	41003200	AOC3
8	38854504	ADAM9
6	150004054	LATS1
19	4838345	PLIN3
12	106631658	CKAP4
19	41770078	HNRNPUL1
1	17312452	ATP13A2
20	62612430	PRPF6
5	36876860	NIPBL
11	66104803	BRMS1
2	233562014	GIGYF2
17	27900486	GIT1
15	45384851	DUOX2
1	111982511	WDR77
3	48488113	ATRIP
11	64358281	SLC22A12
5	149109814	PPARGC1B
1	145413190	HFE2
X	25021812	ARX
1	1103242	MIR200A
2	233243243	ALPP
12	15094948	ARHGDIB
7	128379345	CALU
9	135937364	CEL
4	104026962	CENPE
1	156669399	CRABP2
5	176883613	DBN1
9	100615536	FOXE1
10	117816441	GFRA1
7	48002884	HUS1
9	21304612	IFNA5
21	34638664	IL10RB
15	78730517	IREB2
19	49519236	LHB
2	33359663	LTBP1
X	151934651	MAGEA3
15	89441913	MFGE8
4	87856153	AFF1
9	21802634	MTAP
X	149737046	MTM1
10	72191691	NODAL
17	3799884	P2RX1
20	56136136	PCK1
21	45719916	PFKL
1	68894506	RPE65
11	17095938	RPS13
1	153533584	S100A2
14	70233828	SRSF5
12	56347888	PMEL
3	46616044	TDGF1
4	69512314	UGT2B15
1	91966403	CDC7
6	26031816	HIST1H3B
8	63927638	GGH
X	106143393	CLDN2
15	90773476	CIB1
11	9406168	IPO7
2	74056113	STAMBP
2	237994083	COPS8
16	69872639	WWP2
15	86163180	AKAP13
4	169418216	PALLD
5	167719064	WWC1
17	6327056	AIPL1
16	28875077	SH2B1
3	87276412	CHMP2B
11	62457733	BSCL2
17	647660	GEMIN4
19	19627018	NDUFA13
4	83956238	COPS4
12	121746047	ANAPC5
2	234627437	UGT1A4
19	43857810	CD177
10	73156690	CDH23
17	8339169	NDEL1
19	55235951	KIR3DL3
7	31092075	ADCYAP1R1
1	22979681	C1QB
19	35820071	CD22
X	151995870	CETN2
10	5005453	AKR1C1
12	53400041	EIF4B
1	155278704	FDPS
21	27107257	GABPA
8	122625270	HAS2
9	21239200	IFNA14
9	21165635	IFNA21
3	190231839	IL1RAP
X	114238537	IL13RA2
14	104095524	KLC1
13	46700057	LCP1
1	236686738	LGALS8
X	10413349	MID1
6	29624757	MOG
12	111348623	MYL2
11	57154259	PRG2
16	67968406	PSMB10
19	18307610	RAB3A
12	21621843	RECQL
13	34392205	RFC3
19	49999621	RPS11
2	27530267	UCN
10	51565107	NCOA4
3	5021096	BHLHE40
12	120899470	SRSF9
3	129149786	MBD4
19	16999670	F2RL3
1	150293927	PRPF3
X	40508794	MED14
6	151561133	AKAP12
8	53535017	RB1CC1
1	150898814	SETDB1
X	118370207	PGRMC1
18	9475529	RALBP1
1	207002221	IL19
9	88641057	GOLM1
19	4174105	SIRT6
2	234526290	UGT1A8
7	134212343	AKR1B10
14	77731833	NGB
8	124025403	DERL1
1	197053256	ASPM
8	17913807	ASAH1
12	63536538	AVPR1A
11	118754474	CXCR5
19	51728334	CD33
4	77079891	SCARB2
7	107531551	DLD
11	83166055	DLG2
9	113636053	LPAR1
22	19711065	GP1BB
17	80009740	GPS1
6	26234439	HIST1H1D
1	196788860	CFHR1
7	75162618	HIP1
10	70091767	HNRNPH3
9	21206179	IFNA10
12	53491435	IGFBP6
4	187148624	KLKB1
12	10598637	KLRC1
12	10457049	KLRD1
1	156433512	MEF2D
17	61699800	MAP3K3
16	56623266	MT3
10	6186840	PFKFB3
15	90207599	PLIN1
14	39644386	PNN
1	212475147	PPP2R5A
2	68405988	PPP3R1
9	123578331	PSMD5
7	121513158	PTPRZ1
5	68665886	RAD17
19	58898635	RPS5
19	47278139	SLC1A5
6	160769404	SLC22A3
8	23699433	STC1
8	99466858	STK3
4	48137799	TEC
5	133706866	UBE2B
6	31588449	PRRC2A
17	34136458	TAF15
X	51546154	MAGED1
5	134906370	CXCL14
17	38249036	NR1D1
7	36892510	ELMO1
20	4833001	SLC23A2
2	152973314	STAM2
16	46989273	DNAJA2
17	46802126	HOXB13
12	57923832	DCTN2
21	28290230	ADAMTS5
8	144898513	PUF60
9	119449580	TRIM32
6	152442818	SYNE1
16	2802329	SRRM2
12	48436680	SENP1
7	44552134	NPC1L1
1	212208894	DTL
15	101812386	VIMP
19	7587495	MCOLN1
17	40932648	WNK4
1	153920147	CRTC2
19	39786964	IFNL1
5	159343739	ADRA1B
7	97481428	ASNS
8	22022652	BMP1
1	117061321	CD58
9	36190852	CLTA
3	16628300	DAZL
2	120124499	DBI
1	10520602	DFFA
7	13930855	ETV1
8	72109667	EYA1
8	82192717	FABP5
X	108884563	ACSL4
20	35879489	GHRH
5	176853686	GRK6
6	32723874	HLA-DQB2
X	100663120	HNRNPH2
4	980784	IDUA
9	21350316	IFNA6
4	185308875	IRF2
3	112051793	CD200
1	46049659	NASP
22	21061978	PI4KA
3	38048986	PLCD1
7	94989183	PON3
12	118454505	RFC5
6	32938664	BRD2
4	2471179	RNF4
7	7676193	RPA3
20	43835604	SEMG1
1	160577889	SLAMF1
19	41256758	SNRPA
12	115108058	TBX3
4	1873122	WHSC1
7	116916685	WNT2
1	14075875	PRDM2
14	39583487	GEMIN2
8	22960326	TNFRSF10C
6	110421021	WASF1
19	59067078	UBE2M
3	40498829	RPL14
19	42387266	ARHGEF1
11	45907046	MAPK8IP1
22	39378403	APOBEC3B
6	136578000	BCLAF1
2	161993465	TANK
3	167401694	PDCD10
13	21547175	LATS2
19	56187990	EPN1
9	32972603	APTX
6	43490067	XPO5
5	176560832	NSD1
1	109822175	PSRC1
17	12569206	MYOCD
17	38077293	ORMDL3
22	42321035	TNFRSF13C
1	149812258	HIST2H3A
6	149721494	SUMO4
6	105404922	LIN28B
17	62006095	CD79B
1	103342022	COL11A1
15	79214091	CTSH
Y	25275501	DAZ1
1	23832919	E2F2
9	91606323	S1PR3
11	10818592	EIF4G2
9	137772657	FCN2
1	230202941	GALNT2
16	2034149	GFER
14	81641795	GTF2A1
16	4526340	HMOX2
17	46684594	HOXB7
11	6452267	HPX
3	186383740	HRG
17	39722093	KRT9
11	1889902	LSP1
2	201774893	ORC2
6	41708575	PGC
12	120759913	PLA2G1B
7	131185020	PODXL
1	89149826	PKN2
6	36098260	MAPK13
1	78956727	PTGFR
7	73645831	RFC2
8	146015149	RPL8
17	37356535	RPL19
10	79793517	RPS24
14	81965153	SEL1L
3	148747903	HLTF
4	70706929	SULT1E1
5	140698056	TAF7
8	116420723	TRPS1
13	19747909	TUBA3C
4	69402902	UGT2B17
7	158820865	VIPR2
14	96176303	TCL1A
6	163835674	QKI
22	38453261	PICK1
5	71014989	CARTPT
12	108915990	SART3
11	69513005	FGF19
5	139929651	SRA1
19	54777674	LILRB2
3	45984972	CXCR6
5	147443534	SPINK5
14	23527773	ACIN1
19	16940197	SIN3B
19	18794424	CRTC1
11	64085559	PRDX5
X	56590025	UBQLN2
1	192981495	UCHL5
10	74033676	DDIT4
15	89787193	FANCI
17	12894928	ELAC2
2	43457974	THADA
22	20228937	RTN4R
9	140513443	EHMT1
12	55038374	DCD
10	106028630	GSTO2
X	47420498	ARAF
5	39284246	C9
Y	1337692	CSF2RA
1	57463578	DAB1
8	6873390	DEFA3
18	28645939	DSC2
2	222282746	EPHA4
13	22245214	FGF9
17	47035917	GIP
6	26156558	HIST1H1E
2	26467615	HADHB
5	175085039	HRH2
9	21186617	IFNA4
Y	1405508	IL3RA
7	155089485	INSIG1
1	160007256	KCNJ10
6	117002366	KPNA5
5	96271345	LNPEP
16	56672577	MT1A
17	1367479	MYO1C
12	57106210	NACA
5	32711437	NPR3
12	98987402	SLC25A3
15	67841341	MAP2K5
7	141672430	TAS2R38
5	34905365	RAD1
4	146019155	ABCE1
1	151778546	RORC
8	99053937	RPL30
20	35807448	RPN2
19	48373722	SULT2A1
21	43766466	TFF2
2	152214105	TNFAIP6
19	36395302	TYROBP
6	145946439	EPM2A
1	149822627	HIST2H2AA3
2	106468203	NCK2
2	85804613	VAMP8
11	119225924	USP2
11	113775517	HTR3B
6	131895105	MED23
20	1099235	PSMF1
14	66974124	GPHN
9	91975705	SEMA4D
10	97071529	SORBS1
12	69864128	FRS2
12	16035287	STRAP
20	33302577	NCOA6
2	11864459	LPIN1
6	119215240	ASF1A
17	7465308	SENP3
7	66452689	SBDS
8	140629364	KCNK9
8	75262617	GDAP1
9	95218488	ASPN
2	153508106	PRPF40A
9	104296130	RNF20
10	104629209	AS3MT
4	159442865	RXFP1
15	75639959	NEIL1
9	19115758	PLIN2
7	35840595	7-Sep
14	24780704	LTB4R
6	33154221	COL11A2
10	5042102	AKR1C2
1	3773830	DFFB
19	46171501	GIPR
3	128779609	GP9
X	122318095	GRIA3
18	56887399	GRP
14	77787229	GSTZ1
2	231972949	HTR2B
3	50337319	HYAL1
20	33866708	EIF6
1	152881038	IVL
12	5019072	KCNA1
12	57881735	MARS
18	47795215	MBD1
7	75677336	MDH2
6	49398072	MUT
15	40580097	PLCB2
20	44518782	CTSA
19	11546077	PRKCSH
19	51479734	KLK7
3	23958294	RPL15
3	101399933	RPL24
6	166822851	RPS6KA2
X	47431299	SYN1
11	117070039	TAGLN
11	6632047	TAF10
X	153639853	TAZ
8	80947102	TPD52
2	73612885	ALMS1
7	6048881	AIMP2
3	180630233	FXR1
11	8008866	EIF3F
19	48972464	CYTH2
6	57037103	BAG2
12	62654120	USP15
X	119384609	ZBTB33
9	32540541	TOPORS
8	126444450	TRIB1
14	74946642	NPC2
16	23474862	GGA2
12	66741210	GRIP1
1	85784167	DDAH1
21	42539727	BACE2
8	103216728	RRM2B
20	31823801	BPIFA1
8	42691816	THAP1
5	65222381	ERBB2IP
5	14704908	ANKH
3	64501330	ADAMTS9
1	36197712	CLSPN
16	2325878	ABCA3
16	88875876	APRT
1	19665266	CAPZB
1	70876900	CTH
X	69674945	DLG3
2	207024317	EEF1B2
3	134514098	EPHB1
5	75911306	F2RL2
1	197008320	F13B
10	103529886	FGF8
17	7905987	GUCY2D
22	38201113	H1F0
2	242166678	HDLBP
7	27132613	HOXA1
9	94972489	IARS
17	62079954	ICAM2
11	61891444	INCENP
X	8496914	KAL1
1	210851656	KCNH1
3	49158546	LAMB2
17	37026111	LASP1
X	152481521	MAGEA1
8	9911778	MSRA
2	152341852	NEB
6	35436177	RPL10A
14	24836116	NFATC4
1	52838500	ORC1
15	101844132	PCSK6
11	64018994	PLCB3
10	75196185	PPP3CB
1	94883932	ABCD3
17	27046999	RPL23A
12	122755980	CLIP1
21	34915343	SON
20	55204357	TFAP2C
1	16268363	ZBTB17
19	6531009	TNFSF9
6	30710975	IER3
15	69706584	KIF23
6	43005354	CUL7
2	162164785	PSMD14
1	24969593	SRRM1
11	66384052	RBM14
3	69134089	ARL6IP5
1	202694312	KDM5B
16	2303116	RNPS1
14	75598170	TMED10
2	86371054	IMMT
16	56463047	NUDT21
9	135136826	SETX
1	197237333	CRB1
3	149235021	WWTR1
17	35306174	AATF
16	24741048	TNRC6A
4	25378847	ANAPC4
19	4043301	ZBTB7A
2	100016937	REV1
1	8071778	ERRFI1
14	24616658	RNF31
17	79523910	NPLOC4
6	90636246	BACH2
11	65627871	MUS81
2	62132776	COMMD1
X	112018104	AMOT
13	50623254	MIR15A
13	92003318	MIR20A
20	33578178	MIR499A
12	109577201	ACACB
2	216176678	ATIC
X	15525430	BMX
X	85116184	CHM
X	100075347	CSTF2
18	71920526	CYB5A
3	89156673	EPHA3
5	108083522	FER
2	176957531	HOXD13
9	21201467	IFNA7
17	39766030	KRT16
2	109223616	LIMS1
9	20341662	MLLT3
2	110880913	NPHP1
20	61340188	NTSR1
12	121647663	P2RX4
3	48445260	PLXNB1
1	40538381	PPT1
6	105725441	PREP
X	106871653	PRPS1
1	21922707	RAP1GAP
5	167913462	RARS
9	5334931	RLN1
17	8280833	RPL26
2	101618690	RPL31
1	53392900	SCP2
17	32646065	CCL8
1	161284165	SDHC
7	150755298	SLC4A2
12	96252708	SNRPF
18	23596216	SS18
10	105127709	TAF5
13	114239055	TFDP1
21	46188494	UBE2G2
X	107975726	IRS4
7	72854727	BAZ1B
10	95517565	LGI1
18	61056424	VPS4B
11	46765083	CKAP5
4	83343716	HNRNPDL
12	21958107	ABCC9
X	123094409	STAG2
14	100150754	CYP46A1
11	60618397	PTGDR2
16	75600248	GABARAPL2
22	46067677	ATXN10
17	79849588	ANAPC11
11	63753324	OTUB1
X	118967988	UPF3B
15	44854893	SPG11
20	57594308	TUBB1
12	50451419	ASIC1
3	38495789	ACVR2B
21	46494492	ADARB1
4	100044807	ADH4
10	75134858	ANXA7
16	28891363	ATP2A1
20	36932551	BPI
1	55315299	DHCR24
4	88529680	DSPP
5	137841781	ETF1
3	185764105	ETV5
1	35247910	GJB3
6	52842745	GSTA4
10	115310589	HABP2
7	128032330	IMPDH1
5	50678957	ISL1
12	57943846	KIF5A
14	56046924	KTN1
14	103851700	MARK3
22	36002810	MB
20	17206751	PCSK2
19	10531332	PDE4A
X	47483611	CFP
11	494511	RNH1
15	69745158	RPLP1
12	57623355	SHMT2
1	179262848	SOAT1
15	41136642	SPINT1
15	57210832	TCF12
3	23244783	UBE2E2
3	13860081	WNT7A
X	47004616	RBM10
22	19467348	CDC45
17	47676245	SPOP
19	47990890	NAPA
8	22993100	TNFRSF10D
7	138145078	TRIM24
3	183852809	EIF2B5
19	2100986	AP3D1
11	62744068	SLC22A6
16	11641577	LITAF
17	27071022	TRAF4
16	56815703	NUP93
1	149895208	SF3B4
14	24630421	IRF9
1	108113781	VAV3
11	118914895	HYOU1
2	85921413	GNLY
2	128056244	MAP3K2
6	135281516	HBS1L
19	15160290	CASP14
2	96012767	KCNIP3
9	35099772	STOML2
1	114935398	TRIM33
17	26369687	NLK
14	90422245	TDP1
6	157099063	ARID1B
7	151832009	KMT2C
4	145567147	HHIP
20	3869485	PANK2
4	140427191	SETD7
4	54243819	FIP1L1
2	25042038	ADCY3
17	19552063	ALDH3A2
5	78073036	ARSB
8	62413114	ASPH
8	86240457	CA1
X	49061522	CACNA1F
10	18549583	CACNB2
11	104813593	CASP4
1	116242625	CASQ2
19	14491955	CD97
2	175612322	CHRNA1
11	77327195	CLNS1A
8	6912821	DEFA5
7	30634508	GARS
21	34876237	GART
1	89517986	GBP1
3	120461557	GTF2E1
16	27471933	GTF3C1
2	138721807	HNMT
9	21216371	IFNA16
19	45312315	BCAM
17	41322986	NBR1
3	151986256	MBNL1
22	24115005	MMP11
1	113217094	MOV10
1	203052256	MYOG
12	104510857	NFYB
1	162602227	DDR2
17	5288152	NUP88
3	58413356	PDHB
6	144261436	PLAGL1
1	11126669	EXOSC10
1	28157324	PPP1R8
5	177419235	PROP1
11	112097087	PTS
9	116298756	RGS3
11	118886421	RPS25
19	50138548	RRAS
17	32687346	CCL1
15	101821714	SNRPA1
20	31995762	SNTA1
12	57403780	TAC3
1	28929608	TAF12
10	121332977	TIAL1
3	124449212	UMPS
11	64002055	VEGFB
3	124944512	ZNF148
21	37757688	CHAF1B
20	55926617	RAE1
X	13752831	OFD1
5	77298149	AP3B1
4	76649705	USO1
18	158482	USP14
18	9913954	VAPA
19	55417507	NCR1
14	64932216	AKAP5
7	148700153	PDIA4
19	51409607	KLK4
5	138702884	SLC23A1
15	73612199	HCN4
X	40440215	ATP6AP2
2	181845850	UBE2E3
20	2633177	NOP56
4	95373007	PDLIM5
5	145826872	TCERG1
5	137087072	HNRNPA0
12	120565013	GCN1L1
9	139981378	MAN1B1
19	47177572	PRKD2
4	76404246	RCHY1
1	25071759	CLIC4
10	11962020	UPF2
1	174968570	CACYBP
10	97951454	BLNK
2	234637772	UGT1A3
2	58386377	FANCL
12	132434464	EP400
1	206680862	RASSF5
10	63808969	ARID5B
17	26721660	SLC46A1
3	196195656	RNF168
2	209130990	PIKFYVE
12	123868662	SETD8
1	1633822	CDK11A
11	57001051	APLNR
9	104182841	ALDOB
5	151122382	ATOX1
3	10365706	ATP2B2
12	7167979	C1S
19	36630827	CAPNS1
21	47518032	COL6A2
5	10971953	CTNND2
3	183873283	DVL3
11	22644078	FANCF
5	127593600	FBN2
9	97365420	FBP1
8	11653081	FDFT1
2	69546900	GFPT1
21	30923167	GRIK1
X	16141423	GRPR
20	33516235	GSS
1	110210643	GSTM2
8	30436030	GTF2E2
6	26043454	HIST1H2BB
6	19837600	ID4
1	215178884	KCNK2
6	31548335	LTB
12	56229213	MMP19
19	17186590	MYO9B
11	114166534	NNMT
12	6666035	NOP2
10	126085871	OAT
1	11994723	PLOD1
14	21269514	RNASE1
19	55897299	RPL28
3	52027643	RPL29
12	56435685	RPS26
X	73641327	SLC16A2
14	38677203	SSTR1
1	205012251	CNTN2
20	2276612	TGM3
7	100464949	TRIP6
8	48920994	UBE2V2
X	44732420	KDM6A
6	31919863	NELFE
X	47092313	USP11
6	27107087	HIST1H4I
11	47291670	MADD
1	47023078	MKNK1
8	134203281	WISP1
15	59397283	CCNB2
5	176910394	PDLIM7
3	139076432	COPB2
1	7831328	VAMP3
19	5691844	LONP1
11	93517404	MED17
13	48807273	ITM2B
20	39314487	MAFB
2	219082119	ARPC2
3	50126340	RBM5
1	40723721	ZMPSTE24
4	1723216	TACC3
3	11314009	ATG7
9	94793415	SPTLC1
2	26256728	RAB10
15	79165122	MORF4L1
12	95867821	METAP2
20	21283921	XRN2
20	23059992	CD93
16	58553849	CNOT1
16	18816174	SMG1
21	45642877	ICOSLG
9	133569146	EXOSC2
1	39549838	MACF1
1	207039153	IL20
16	67694850	PARD6A
7	100882892	FIS1
1	150237798	APH1A
5	33945971	SLC45A2
9	123940414	RAB14
7	100472700	SRRT
9	123151146	CDK5RAP2
1	10003485	NMNAT1
1	117686208	VTCN1
19	50168398	BCL2L12
2	69240275	ANTXR1
19	2428162	LMNB2
1	62920396	DOCK7
16	67516473	AGRP
10	81914879	ANXA11
14	68086578	ARG2
2	151324706	RND3
1	201008639	CACNA1S
4	166300093	CPE
19	48325096	CRX
4	88571453	DMP1
18	28569330	DSC3
3	115342150	GAP43
6	52614884	GSTA2
12	124118285	GTF2H3
7	65425672	GUSB
5	130494975	HINT1
1	111136201	KCNA2
7	119913721	KCND2
1	112318453	KCND3
5	169805164	KCNMB1
12	53038341	KRT2
19	54865232	LAIR1
2	135011829	MGAT5
12	54685890	NFE2
1	18957499	PAX7
10	99185881	PGAM1
19	42590261	POU2F2
9	127908851	PPP6C
X	46696346	RP2
19	17970686	RPL18A
13	27825691	RPL21
5	81569138	RPS23
7	75441113	CCL24
13	103696347	SLC10A2
12	50478982	SMARCD1
22	37600276	SSTR3
12	51487538	TFCP2
X	118708429	UBE2A
13	20532847	ZMYM2
1	115259533	CSDE1
1	155658881	DAP3
11	86656716	FZD4
17	37821598	TCAP
1	33240839	YARS
16	66968346	CES2
10	12237960	CDC123
20	32676103	EIF2S2
3	123813527	KALRN
17	49039534	SPAG9
17	5185557	RABEP1
3	141457050	RNF7
6	90539618	CASP8AP2
22	50961996	SCO2
11	63448921	RTN3
1	11734536	MAD2L2
11	20385288	HTATIP2
1	169433148	SLC19A2
22	19881780	TXNRD2
19	12995235	KLF1
1	38422651	SF3A3
12	66582977	IRAK3
3	128968452	COPG1
3	33537738	CLASP2
14	64319682	SYNE2
18	60382671	PHLPP1
22	32871223	FBXO7
6	153291657	FBXO5
2	42396477	EML4
13	48649863	MED4
14	53106632	ERO1L
10	104263718	SUFU
3	186288464	DNAJB11
14	92588297	CPSF2
19	39876269	PAF1
X	71549365	HDAC8
12	69080730	NUP107
4	44703811	GNPDA2
22	39353526	APOBEC3A
6	3224494	TUBB2B
2	177015030	MIR10B
3	38010894	MIR26A1
12	54356091	HOTAIR
1	100316044	AGL
14	23586514	CEBPE
20	3764497	CENPB
20	5891973	CHGB
7	100797685	AP1S1
1	41444970	CTPS1
X	24073064	EIF2S3
7	143088204	EPHA1
6	35420137	FANCE
14	29236277	FOXG1
1	24171571	FUCA1
11	94277016	FUT4
14	65877309	FUT8
16	88880141	GALNS
3	6902801	GRM7
16	11961984	GSPT1
17	1959603	HIC1
12	56843285	MIP
18	55313658	ATP8B1
16	8891669	PMM2
6	42952236	PPP2R5D
12	49688908	PRPH
19	51515999	KLK10
3	49133364	QARS
3	139245246	RBP1
1	153963238	RPS27
1	29474249	SRSF4
2	44502596	SLC3A1
X	152953751	SLC6A8
16	30210548	SULT1A3
1	45477804	UROD
6	64281916	PTP4A1
15	91509267	PRC1
18	77441429	CTDP1
19	19734465	LPAR2
3	65339905	MAGI1
22	40297085	GRAP2
9	101050363	GABBR2
5	157212750	CLINT1
17	38175349	MED24
13	75858799	TBC1D4
19	34919267	UBA2
19	14519609	DDX39A
1	10093040	UBE4B
6	139693391	CITED2
4	128802015	PLK4
5	57749809	PLK2
18	32556891	MAPRE2
19	19010322	COPE
6	36461659	STK38
3	196662272	NCBP2
22	50497819	MLC1
2	122095351	CLASP1
11	47638857	MTCH2
X	69509878	KIF4A
1	171810617	DNM3
X	135579237	HTATSF1
2	168810529	STK39
11	77377273	RSF1
22	20067754	DGCR8
6	135605109	AHI1
X	39910498	BCOR
7	142605266	TRPV5
2	169757749	G6PC2
15	69307033	NOX5
9	124329380	DAB2IP
17	73823307	UNC13D
1	98511625	MIR137
19	50004041	MIR150
17	7123149	ACADVL
17	19641297	ALDH3A1
19	827825	AZU1
17	28575212	BLMH
19	10677137	CDKN2D
14	35179587	CFL2
1	45265896	PLK3
6	116440084	COL10A1
9	115983807	SLC31A1
